정관사,단어,뜻,중요도,pos,,
,denkbar,"생각할 수 있는, 가능한",1,adjective,,
,denken,생각하다,3,verb,,
das,Denkmal,기념물,2,noun,,
,derb,"질긴, 거친",1,verb,,
,dergleichen,그와 같은 것,1,verb,,
,deshalb,그 때문에,3,verb,,
,desto,더욱 더,2,verb,,
,deswegen,그 때문에,1,verb,,
,deuten,"가리키다, 지시하다",2,verb,,
,deutlich,"명백한, 뚜렷한",2,adjective,,
die,Deutung,"해석, 의미",2,noun,,
der,Dezember,12월,3,noun,,
der,Dialog,대화,1,noun,,
der,Diamant,다이아몬드,2,noun,,
,dicht,촘촘한,2,verb,,
,dichten,"쓰다, 짓다",2,verb,,
der,Dichter,"시인, 작가",2,noun,,
,dick,"두꺼운, 부푼",3,verb,,
der,Dieb,도둑,2,noun,,
der,Diebstahl,"도둑질, 절도",2,noun,,
,dienen,"봉사하다, 근무하다, 쓰이다",2,verb,,
der,Diener,"하인, 공복",1,noun,,
der,Dienst,"고용관계, 근무",2,noun,,
der,Dienstag,화요일,3,noun,,
,dienstlich,"직무상의, 사무적인",1,adjective,,
,diesmal,이번에,1,verb,,
,diesseits,이쪽,1,adverb,,
das,Diktat,"구술, 받아쓰기",2,noun,,
der,Diktator,독재자,1,noun,,
die,Diktatur,독재,1,noun,,
,diktieren,받아쓰게 하다,1,verb,,
der,Dilettant,"애호가, 아마추어",1,noun,,
das,Ding,"물건, 사물",2,noun,,
der,Diplomat,외교관,1,noun,,
,diplomatisch,외교상의,1,adjective,,
die,Dirne,창녀,1,noun,,
die,Diskussion,토론,1,noun,,
,diskutieren,토론하다,1,verb,,
die,Disziplin,규율,1,noun,, hhjhjhhh
der,Doktor,박사,2,noun,,/.';ll';
,dolmetschen,통역하다,1,verb,,
der,Dolmetscher,통역사,1,noun,,
der,Dom,대성당,2,noun,,
der,Dom,돔,1,noun,,
der,Donner,천둥,2,noun,,
,donnern,천둥치다,2,verb,,
der,Donnerstag,목요일,3,noun,,
,doppelt,이중의,2,verb,,
das,Doppelzimmer,2인용 침대 방,1,noun,,
das,Dorf,"마을, 촌",2,noun,,
der,Dorn,"가시, 가시덤불",1,noun,,
die,Dose,깡통,3,noun,,
die,Dosis,복용량,1,noun,,
der,Dotter,노른자위,1,noun,,
der,Dozent,대학강사,1,noun,,
der,Draht,"철사, 전선",2,noun,,
das,Drama,희곡,2,noun,,
der,Drang,"압박, 충동",2,noun,,
,drängen,"몰아대다, 재촉하다",2,verb,,
,draußen,밖에서,2,verb,,
der,Dreck,"오물, 쓰레기",2,noun,,
,dreckig,불결한,1,adjective,,
,drehen,"돌리다, (영화)촬영하다, 감다",2,verb,,
das,Dreieck,삼각형,1,noun,,
,dreschen,타작하다,1,verb,,
,dringen,밀고 나아가다,2,verb,,
,dringend,"절박한, 긴급한",2,verb,,
,drohen,"협박하다, 위협하다",2,verb,,
,dröhnen,울리다,1,verb,,
,drollig,익살스러운,2,adjective,,
,drüben,저쪽에서,3,verb,,
der,Druck,"누름, 중압감, 인쇄",2,noun,,
,drucken,인쇄하다,2,verb,,
,drücken,"누르다, 밀다",2,verb,,
die,Druckerei,인쇄소,1,noun,,
der,Druckfehler,오자,1,noun,,
die,Drucksache,인쇄물,1,noun,,
,ducken,굴복시키다,1,verb,,
das,Duell,결투,1,noun,,
der,Duft,향기,2,noun,,
,dulden,"참다, 허용하다",2,verb,,
,dumm,어리석은,3,verb,,
die,Dummheit,우둔,1,noun,,
der,Dummkopf,바보,1,noun,,
,dumpf,습기찬,1,verb,,
,dunkel,어두운,3,verb,,
das,Dunkel,"암흑, 어둠",1,noun,,
die,Dunkelheit,"암흑, 어둠",1,noun,,
,dünn,"얇은, 가는, 여윈",3,verb,,
der,Dunst,"증기, 안개, 연기",2,noun,,
,durcharbeiten,쉬지않고 일하다,1,verb,,
,durchaus,"전적으로, 무조건",2,adverb,,
,durchbrechen,"걲다, 돌파하다",1,verb,,
,durchdringen,뚫고 나가다,1,verb,,
,durcheinander,"뒤섞여, 뒤죽박죽되어",2,verb,,
die,Durchfahrt,"통과, 통로",2,noun,,
,durchfallen,낙제하다,1,verb,,
,durchführen,수행하다,2,verb,,
der,Durchgang,"통과, 통로",1,noun,,
,durchgehen,통과하다,1,verb,,
,durchlassen,통과시키다,1,verb,,
die,Durchlaucht,전하(존칭),1,noun,,
,durchmachen,졸업하다,1,verb,,
der,Durchmesser,"직경, 지름",2,noun,,
der,Durchschnitt,"평균, 단면도",2,noun,,
,durchsehen,"통해서보다, 들여다보다",1,verb,,
,durchsetzen,"끝가지 해내다, 관철시키다",2,verb,,
,durchsichtig,투명한,1,adjective,,
,durchstreichen,말소하다,1,verb,,
,dürfen,해도 좋다,1,verb,,
,dürfig,"가난한, 부족한",1,adjective,,
,dürr,"마른, 메마른",1,verb,,
der,Durst,"목마름, 갈증",3,noun,,
,durstig,목이 마른,1,adjective,,
die,Dusche,샤워,1,noun,,
,duschen,샤워를 하다,3,verb,,
,düster,"어두운, 침침한",2,verb,,
das,Dutzent,"12개, 다스",1,noun,,
,duzen,"너라고 부르다, 말놓다",1,verb,,
der,DZug,급행열차,1,noun,,
die,Ebbe,썰물,2,noun,,
,eben,평평한,3,verb,,
,eben,생존하다,3,verb,,
die,Ebene,"평야, 평지",3,noun,,
,ebenfalls,"역시, 마찬가지로",1,adverb,,
,ebenso,똑같은 정도로,1,verb,,
der,Eber,수퇘지,1,noun,,
das,Echo,"산울림, 메아리",2,noun,,
,echt,"진정한, 진짜의",2,verb,,
das,Eck,모퉁이,1,noun,,
die,Ecke,모퉁이,3,noun,,
,eckig,모난,1,adjective,,
,edel,"고귀한, 고상한",1,verb,,
,eerdichten,꾸며내다,1,verb,,
der,Effekt,효과,1,noun,,
,egal,아무렇게나 해도 좋은,3,verb,,
der,Egoist,이기주의자,1,noun,,
,egoistisch,이기주의의,1,adjective,,
,ehe,"이전에, 오히려",2,verb,,
die,Ehe,"혼인, 결혼",2,noun,,
das,Ehepaar,부부,1,noun,,
,eher,더 일찍이,2,verb,,
,ehern,청동의,1,verb,,
,ehest,가장 빠른,1,verb,,
die,Ehre,명예,2,noun,,
,ehren,존경하다,1,verb,,
die,ehrfurcht,경외,1,noun,,
,ehrlich,"성실한, 정직한",2,adjective,,
das,Ei,"알, 달걀",3,noun,,
der,Eid,"선서, 맹세",2,noun,,
der,Eifer,"열의, 열심",2,noun,,
die,Eifersucht,질투,2,noun,,
,eifersüchtig,질투가 심한,1,adjective,,
,eifrig,열심인,1,adjective,,
,eigen,"자기의, 자신의",2,verb,,
,eigenartig,"고유한, 특별한",1,adjective,,
die,Eigenschaft,"성질, 자격",2,noun,,
,eigensinnig,고집센,1,adjective,,
,eigentlich,"원래의, 본래의, 원래",2,adjective,,
das,Eigentum,"소유물, 재산",2,noun,,
,eigentümlich,"고유의, 독특한",1,adjective,,
die,Eile,서두름,2,noun,,
,eilen,"서두르다, 급히 가다",2,verb,,
,eilig,"긴급한, 급한",2,adjective,,
der,Eimer,"들통, 양동이",2,noun,,
,einander,서로,2,verb,,
,einarbeiten,삽입하다,1,verb,,
,einbegreifen,포함하다,1,verb,,
,einbiegen,접어들다,1,verb,,
,einbilden,"상상하다, 착각하다",2,verb,,
die,Einbildung,"상상, 공상",1,noun,,
,einbrechen,"부수다, 침입하다",2,verb,,
der,Einbrecher,"침입자, 도둑",1,noun,,
,einbringen,가져오다,2,verb,,
der,Einbruch,"침입, 가택침입",1,noun,,
,eindeutig,명백한,1,adjective,,
,eindringen,침입하다,1,verb,,
der,Eindruck,"인상, 감명",2,noun,,
,einerlei,"동일한, 마찬가지인",2,verb,,
,einerseits,한편에서는,1,adverb,,
,einfach,"단순한, 이해하기 쉬운",3,verb,,
die,Einfahrt,"입구, 타고 들어옴",1,noun,,
der,Einfall,"침입, 착상",2,noun,,
,einfallen,"붕괴하다, 침입하다",2,verb,,
der,Einfluss,영향,2,noun,,
,einfreffen,"도달하다, 실현되다",2,verb,,
die,Einfuhr,수입,2,noun,,
,einführen,"수입하다, 소개하다",2,verb,,
die,Einführung,"수입, 소개",1,noun,,
der,Eingang,입구,2,noun,,
,eingeboren,토착의,1,verb,,
,eingehen,"들어가다, 도착하다, 동의하다",2,verb,,
,einhalten,"엄수하다, 중지하다",2,verb,,
die,Einheit,"단일, 통일",2,noun,,
,einheitlich,"통일적인, 조화된",1,adjective,,
,einher,이쪽으로,1,verb,,
,einholen,"따라잡다, 얻다",2,verb,,
,einig,몇몇의,3,adjective,,
,einig,"의견이 같은, 사이좋은",2,adjective,,
,einigen,"일치하다, 의견이 같다",1,verb,,
der,Einkauf,구입,1,noun,,
,einkaufen,구입하다,3,verb,,
,einkehren,잠시 들르다,1,verb,,
das,Einkommen,"소득, 수입",2,noun,,
,einkommen,"청원하다, 진정하다, 들어오다",1,verb,,
die,Einkünfte,"소득, 수입",1,noun,,
,einladen,"초청하다, 초대하다",3,verb,,
die,Einladung,초대,2,noun,,
die,Einlage,첨부물,1,noun,,
,einlassen,"들여보내다, 관여하다(sich)",1,verb,,
,einlaufen,"들어오다, 도착하다",1,verb,,
,einlegen,끼워넣다,1,verb,,
,einleiten,"준비하다, 시작하다",2,verb,,
die,Einleitung,"도입, 입문",2,noun,,
,einleuchten,"분명해지다, 알다",1,verb,,
,einmünden,합류하다,1,verb,,
,einnehmen,"수용하다, 복용하다, 벌다",2,verb,,
die,Einöde,황무지,1,noun,,
,einpacken,포장하다,1,verb,,
,einräumen,"챙기다, 정리하다",2,verb,,
die,Einrede,"이의, 항의",1,noun,,
,einrichten,"정리하다, 정돈하다",2,verb,,
die,Einrichtung,"정리, 정돈",1,noun,,
,einsam,"고독한, 외로운",2,adjective,,
die,Einsamkeit,고독,1,noun,,
der,Einsatz,"삽입물, 투입",1,noun,,
,einschalgen,"박다, 때려부수다, 나아가다",2,verb,,
,einschalten,"끼워넣다, 스위치를 넣다",2,verb,,
,einschätzen,평가하다,1,verb,,
,einschenken,"따르다, 권하다",1,verb,,
,einschlafen,잠들다,1,verb,,
,einschließen,"가두다, 포함하다",2,verb,,
der,Einschluss,"포함, 포괄",1,noun,,
der,Einschnitt,"베기, 도려내기",1,noun,,
,einschränken,"제한하다, 절약하다(sich)",2,verb,,
die,Einschränkung,"제한, 절약",1,noun,,
,einschreiben,"기입하다, 등록하다",2,verb,,
,einschreiten,단호한 태도를 취하다,1,verb,,
,einschüchtern,위협하다,1,verb,,
,einsehen,"열람하다, 이해하다",1,verb,,
,einseitig,"일면의, 일방적인",2,adjective,,
,einsetzen,"끼워넣다, 임명하다",2,verb,,
die,Einsicht,"열람, 통찰",1,noun,,
der,Einsiedler,"은자, 세상을 등진사람",1,noun,,
,einsperren,감금하다,1,verb,,
der,Einspruch,"이의, 불복",1,noun,,
,einst,언젠가,2,verb,,
,einstecken,끼워넣다,2,verb,,
,einsteigen,올라타다,1,verb,,
,einstellen,"집어넣다, 중지하다",2,verb,,
,einstimmung,만장일치의,1,verb,,
,einstürzen,"함몰하다, 붕괴하다",1,verb,,
,einteilen,"나누다, 분할하다",2,verb,,
,eintönig,단조로운,1,adjective,,
die,Eintracht,"일치, 협조",1,noun,,
,eintragen,"기입하다, 등기하다",2,verb,,
,eintreten,"들어가다, 일어나다",2,verb,,
der,Eintritt,입장(료),2,noun,,
,einverleiben,합병하다,1,verb,,
,einverstanden,"동의된, 합의된",3,verb,,
der,Einwand,"이의, 항변",2,noun,,
,einwandern,이주하다,1,verb,,
,einwandfrei,"비난할 여지가 없는, 이의없는",1,verb,,
,einwenden,"이의 제기하다, 항의하다",2,verb,,
,einwerfen,"투입하다, 던져넣다",1,verb,,
,einwickeln,"싸다, 포장하다",1,verb,,
,einwilligen,"동의하다, 승낙하다",1,verb,,
,einwirken,"작용하다, 영향 끼치다",1,verb,,
der,Einwohner,주민,1,noun,,
,einzahlen,"불입하다, 예금하다",1,verb,,
die,Einzahlung,"불입, 예금",1,noun,,
die,Einzelheit,상세,2,noun,,
,einzeln,"단일의, 개별적인",2,verb,,
das,Einzelzimmer,싱글룸,1,noun,,
,einziehen,"끌어들이다, 이사하다",2,verb,,
,einzig,"유일한, 둘도없는",2,adjective,,
das,Eis,얼음,3,noun,,
das,Eisen,"쇠, 철",2,noun,,
die,Eisenbahn,철도,2,noun,,
,eisern,철의,2,verb,,
,eisig,얼음의,1,adjective,,
,eitel,"허영심이 강한, 공허한",2,verb,,
der,Eiter,(의학) 고름,1,noun,,
das,Eiweiß,(알) 흰자위,2,noun,,
der,Ekel,"욕지기, 메스꺼움",1,noun,,
,ekelhaft,"욕지기나는, 불쾌한",1,adjective,,
die,Ekstase,"기쁨, 활홀",1,noun,,
,elastisch,탄력있는,2,adjective,,
der,Elefant,코끼리,1,noun,,
,elegant,"우아한, 멋진",2,verb,,
,elektrisch,전기의,2,adjective,,
die,Elektrische,전차,1,noun,,
das,Element,원소,2,noun,,
,elementar,기본적인,2,verb,,
,elend,"불행한, 비참한",2,verb,,
,Elend,"불행, 비참, 가난",2,other,,
das,Elfenbein,상아,1,noun,,
der,Ellbogen,팔꿈치,2,noun,,
,Eltern,"양친, 부모",3,verb,,
der,Empfang,"수취, 수령, 영접",2,noun,,
,empfangen,"받다, 맞아들이다",2,verb,,
der,Empfänger,"수취인, 수령자",1,noun,,
,empfehlen,"추천하다, 권하다",2,verb,,
die,Empfehlung,추천,2,noun,,
,empfinden,"느끼다, 지각하다",2,verb,,
,empfindlich,"느끼기 쉬운, 다감한",1,adjective,,
die,Emphase,"강조, 역설",1,noun,,
,empirisch,경험적인,1,adjective,,
,empor,"위로, 높이",2,verb,,
,empören,"격분시키다, 자극하다",2,verb,,
,empörend,"괘씸한, 불쾌한",2,verb,,
,emsig,부지런한,1,adjective,,
das,Ende,끝,3,noun,,
,enden,끝내다,2,verb,,
,endgültig,"최종적인, 최후의",2,adjective,,
,endlich,"마침내, 드디어",3,adjective,,
die,Energie,에너지,2,noun,,
,energisch,"정력적인, 힘찬",2,adjective,,
,eng,"좁은, 비좁은",3,verb,,
die,Enge,"좁음, 궁지",1,noun,,
der,Engel,천사,2,noun,,
,englisch,"영어의, 영국의",2,adjective,,
der,Enkel,손자,2,noun,,
das,Enkelkind,"손자, 손녀",1,noun,,
,entbehren,"~없이 지내다, 결여되다",2,verb,,
,entdecken,발견하다,2,verb,,
die,Entdeckung,"발견, 폭로",1,noun,,
die,Ente,오리,1,noun,,
,entfalten,"펴다, 펼치다, 발전시키다",2,verb,,
die,Entfernung,"추방, 이탈",1,noun,,
,entfremden,"멀리하다, 소외시키다",1,verb,,
,entgegen,"~향하여, 반대하여",2,verb,,
,entgegenesetzt,"상반되는, 모순된",1,verb,,
,entgegenkommen,"받아들이다, 상응하다",2,verb,,
,entgegennehmen,받아들이다,1,verb,,
,entgegensetzen,반대하다,1,verb,,
,entgegnen,"대답하다, 말대꾸하다",1,verb,,
,entgehen,"모면하다, 피하다",1,verb,,
,entgelten,보상하다,1,verb,,
,enthalten,"함유하다, 억제하다",2,verb,,
,enthüllen,"덮개를 벗기다, 드러내다",1,verb,,
der,Enthusiasmus,"감격, 열광",1,noun,,
,entkommen,"달아나다, 벗어나다",1,verb,,
,entladen,짐을 내리다,1,verb,,
,entlang,~따라,3,verb,,
,entlassen,떠나게 하다,2,verb,,
,entlegen,멀리 떨어져 있는,1,verb,,
,entnehmen,"덜다, 집어내다",1,verb,,
,entrüsten,격분하다(sich),1,verb,,
,entsagen,단념하다,1,verb,,
die,Entsagung,체념,1,noun,,
,entschädigen,"갚다, 배상하다",2,verb,,
,entscheiden,결정하다,2,verb,,
,entscheidend,결정적인,2,verb,,
die,Entscheidung,"결정, 결심",2,noun,,
,entschieden,결정적인,1,verb,,
,entschließen,결정하다,2,verb,,
der,Entschluss,"결심, 결정",2,noun,,
,entschuldigen,"용서하다, 변호하다",3,verb,,
die,Entschuldigung,"용서, 사과",1,noun,,
,entsetzen,깜짝 놀라다,2,verb,,
das,Entsetzen,"깜짝 놀람, 공포",2,noun,,
,entsetzlich,"무서운, 엄청나게",1,adjective,,
,entsetzt,깜짝 놀란,2,verb,,
,entsingen,"생각해내다, 상기하다",1,verb,,
,entsprechen,"상응하다, 일치하다",2,verb,,
,entsprechend,"상응하는, 일치하는",2,verb,,
,entspringen,발원하다,1,verb,,
,entstammen,~의 자손이다,1,verb,,
,entstehen,"생기다, 일어나다",2,verb,,
die,Entstehung,"생성, 기원",1,noun,,
,entstellen,일그러뜨리다,1,verb,,
,enttäuschen,실망시키다,2,verb,,
die,Enttäuschung,"환멸, 실망",1,noun,,
,entwerfen,"설계하다, 계획하다",1,verb,,
,entwickeln,"발전시키다, 발전하다",2,verb,,
die,Entwicklung,발전,1,noun,,
der,Entwurf,"윤곽, 약도, 설계",2,noun,,
,entzücken,매혹하다,2,verb,,
,entzünden,불붙이다,2,verb,,
die,Entzündung,"발화, 점화",1,noun,,
,entzwei,"둘로, 갈라져서",1,verb,,
die,Enzyklopädie,백과사전,1,noun,,
die,Epidemie,"전염병, 유행병",1,noun,,
der,Epigone,"자손, 후예",1,noun,,
das,Epigramm,경구,1,noun,,
die,Epik,서사시,1,noun,,
der,Epilog,맺는 말,1,noun,,
,episch,서사적인,1,adjective,,
die,Episode,에피소드,1,noun,,
die,Epistel,"서신, 서간",1,noun,,
die,Epoche,"시기, 시대",2,noun,,
,erbarmen,불쌍히 여기다(sich),1,verb,,
,erbärmlich,가엾은,1,adjective,,
,erbauen,"세우다, 짓다",1,verb,,
der,Erbe,"상속인, 유산",2,noun,,
,erben,상속하다,1,verb,,
,erblicken,바라보다,1,verb,,
,erbrechen,부수어 열다,1,verb,,
die,Erbschaft,"상속재산, 유산",2,noun,,
die,Erbse,"완두, 완두콩",2,noun,,
die,Erbsünde,원죄,1,noun,,
das,Erdbeben,지진,2,noun,,
die,Erde,"흙, 토양",2,noun,,
,erdenken,생각해내다,1,verb,,
das,Erdgeschoss,1층,3,noun,,
die,Erdkunde,지리학,1,noun,,
,ereignen,"생기다, 일어나다",1,verb,,
das,Ereignis,사건,2,noun,,
,erfahren,경험하다,2,verb,,
,erfahren,경험있는,1,verb,,
die,Erfahrung,경험,2,noun,,
,erfinden,발명하다,2,verb,,
die,Erfindung,발명,2,noun,,
der,Erfolg,성공,2,noun,,
,erfolgreich,효과있는,1,verb,,
,erforderlich,"필요한, 필수의",1,adjective,,
,erfreuen,"기쁘게 하다, 만족시키다",1,verb,,
,erfreulich,기쁜,1,adjective,,
,erfrischen,신선하게 하다,2,verb,,
die,Erfrischung,원기회복,1,noun,,
,erfüllen,채우다,2,verb,,
die,Erfüllung,"채움, 이행",1,noun,,
,ergänzen,"보충하다, 채우다",2,verb,,
die,Ergänzung,"보충, 보완",2,noun,,
,ergeben,"생기다, 밝히다",2,verb,,
das,Ergebnis,결과,1,noun,,
,ergiebig,"수확이 많은, 비옥한",1,adjective,,
,ergötzen,흥겨워하다,1,verb,,
,ergreifen,움켜쥐다,2,verb,,
,ergründen,깊이를 재다,1,verb,,
,erhaben,"높아진, 두드러진",1,verb,,
,erhalten,"얻다, 보존하다",2,verb,,
,erheben,"높이 올리다, 일으키다",2,verb,,
,erheblich,"두드러진, 현저한",1,adjective,,
,erhitzen,가열하다,1,verb,,
,erhöhen,"높이다, 올리다",1,verb,,
,erholen,"회복되다, 휴양하다",3,verb,,
die,Erholung,"회복, 휴양",1,noun,,
,erinnern,상기시키다,2,verb,,
die,Erinnerung,"기억, 추억",2,noun,,
,erkälten,감기들다(sich),3,verb,,
die,Erkältung,감기,1,noun,,
,erkennen,인식하다,2,verb,,
die,Erkenntnis,"인식, 인지",2,noun,,
,erklären,설명하다,2,verb,,
die,Erklärung,"설명, 선언",2,noun,,
,erkranken,병에 걸리다,1,verb,,
,erkundigen,"묻다, 문의하다",1,verb,,
,erlangen,"도달하다, 얻다",1,verb,,
,erlauben,"허락하다, 동의하다",2,verb,,
die,Erlaubnis,"허가, 동의",2,noun,,
,erläutern,설명하다,1,verb,,
,erleben,경험하다,2,verb,,
das,Erlebnis,"체험, 경험",2,noun,,
,erledigen,"끝내다, 처리하다",2,verb,,
,erleichtern,"덜어주다, 안심시키다",2,verb,,
,erleiden,"당하다, 겪다",1,verb,,
,erlöschen,"꺼지다, 바래다",2,verb,,
,erlösen,구제하다,1,verb,,
,ermahnen,경고하다,1,verb,,
,ermorden,살해하다,1,verb,,
,ermuntern,"용기를 북돋우다, 격려하다",1,verb,,
,ernähren,"부양하다, 양육하다",1,verb,,
die,Ernährung,"부양, 양육",1,noun,,
,erneuern,"교체하다, 수선하다",1,verb,,
der,Ernst,"진지함, 신중함",2,noun,,
,ernst,"진지한, 중대한",2,verb,,
die,Ernte,"수확, 수익",2,noun,,
,ernten,"수확하다, 얻다",2,verb,,
,erobern,"정복하다, 획득하다",2,verb,,
die,Eroberung,"정복, 획득",1,noun,,
,eröffnen,"개시하다, 열다",2,verb,,
die,Eröffnung,"열기, 개시",1,noun,,
,erörtern,토론하다,1,verb,,
der,Eros,"사랑, 연애",2,noun,,
,erraten,"알아맞히다, 추측하다",2,verb,,
,erregen,"자극하다, 흥분시키다",2,verb,,
die,Erregung,흥분,1,noun,,
,erreichen,"닿다, 도착하다, 도달하다",2,verb,,
,errichten,"세우다, 짓다, 창설하다",2,verb,,
die,Errungenschaft,"업적, 성과",1,noun,,
der,Ersatz,"대체, 대신",2,noun,,
,erscheinen,"나타나다, 보이다",2,verb,,
die,Erscheinung,"현상, 외모",1,noun,,
,erschöpfen,"녹초가 되다, 소진하다",2,verb,,
,erschrecken,깜짝 놀라다,2,verb,,
,ersetzen,"대체하다, 보충하다",2,verb,,
,ersparen,절약하다,1,verb,,
,erst,"맨처음, 최초의",3,verb,,
,erstaunen,"놀라게 하다, 놀라다",2,verb,,
,erstaunlich,"놀라운, 경탄할만한",2,adjective,,
,erstens,첫째로,1,adverb,,
,ersticken,질식하다,1,verb,,
das,Ersuchen,"청원, 간청",1,noun,,
der,Ertrag,"수익, 소득",1,noun,,
,ertragen,"참다, 견디다",2,verb,,
,ertrinken,"물에 빠지다, 익사하다",2,verb,,
,erwachen,잠깨다,2,verb,,
,erwachsen,"자라다, 생기다",3,verb,,
,erwägen,"고려하다, 헤아리다",2,verb,,
die,Erwägung,"고려, 숙고",1,noun,,
,erwähnen,언급하다,2,verb,,
,erwarten,"기대하다, 고대하다",2,verb,,
die,Erwartung,"기대, 예상",2,noun,,
,erwecken,"깨우다, 일으키다",1,verb,,
,erweisen,"증명하다, 표명하다",1,verb,,
,erweitern,확대하다,1,verb,,
der,Erwerb,"취득, 영업",1,noun,,
,erwerben,"얻다, 취득하다",2,verb,,
,erwidern,"대응하다, 갚다",2,verb,,
,erwischen,"체포하다, 검거하다",1,verb,,
das,Erz,광석,2,noun,,
,erzählen,"말하다, 묘사하다",3,verb,,
die,Erzählung,"묘사, 이야기",2,noun,,
,erzeugen,"생산하다, 만들다",2,verb,,
das,Erzeugnis,"생산물, 생산품",2,noun,,
die,Erzeugung,"생산, 제작",1,noun,,
,erziehen,교육하다,2,verb,,
die,Erziehung,교육,2,noun,,
der,Esel,당나귀,2,noun,,
,essen,먹다,3,verb,,
das,Essen,"식사, 음식",3,noun,,
der,Essig,식초,2,noun,,
das,Esszimmer,식당,1,noun,,
die,Etage,층,1,noun,,
die,Ethik,"윤리학, 윤리",1,noun,,
das,Ethos,"품성, 풍속",1,noun,,
,etwa,"대략, 혹시, 어쩌다가",3,verb,,
,etwas,"어떤것, 무엇, 조금",3,adverb,,
die,Eule,부엉이,1,noun,,
고,Europa,유럽,2,noun,,
,europäisch,유럽의,1,adjective,,
,evangelisch,"복음주의의, 신교의",1,adjective,,
