정관사,단어,뜻,중요도,pos,,
der,Stiefel,장화,2,noun,,
die,Stiefmutter,계모,1,noun,,
der,Stiefsohn,의붓아들,1,noun,,
die,Stieftochter,의붓딸,1,noun,,
der,Stiefvater,의붓아버지,1,noun,,
der,Stiel,"손잡이, 자루",1,noun,,
der,Stier,황소,2,noun,,
der,Stierkampf,투우,2,noun,,
der,Stift,연필,1,noun,,
,stiften,"창설하다, 설립하다, 기부하다",2,verb,,
die,Stiftung,"(법률)재단, 기부, 설립",1,noun,,
der,Stil,"스타일, 양식",2,noun,,
,still,"고요한, 정지한",2,verb,,
die,Stille,"고요함, 정적",1,noun,,
,stillen,"정지시키다, 침묵시키다",1,verb,,
,stillstehen,"중지하다, 정지하다",1,verb,,
die,Stimme,"목소리, 투표, 발언권",2,noun,,
,stimmen,"맞다, 적합하다, 투표하다",3,verb,,
das,Stimmrecht,투표권,1,noun,,
die,Stimmung,"기분, 분위기",2,noun,,
das,Stimmungsbarometer,여론,1,noun,,
,stinken,악취풍기다,2,verb,,
die,Stirn,이마,2,noun,,
,stöbern,"찾다, 뒤지다",1,verb,,
der,Stock,층,3,noun,,
der,Stock,"그루터기, 막대기, 지팡이",2,noun,,
,stocken,"멎다, 중단되다",2,verb,,
der,Stoff,"옷감, 물질",2,noun,,
der,Stoffwechsel,신진대사,1,noun,,
,stöhnen,"신음하다, 끙끙거리다",1,verb,,
der,Stollen,지하통로,1,noun,,
,stolpern,비틀거리다,2,verb,,
,stolz,자랑스러운,2,verb,,
der,Stolz,자랑,1,noun,,
,stopfen,채워넣다,2,verb,,
der,Storch,황새,1,noun,,
,stören,"어지럽히다, 방해하다",3,verb,,
der,Stoß,찌름,2,noun,,
,stoßen,"찌르다, 밀치다, 차다",2,verb,,
,stottern,말더듬다,2,verb,,
,stracks,"똑바로, 즉시",1,adverb,,
die,Strafe,"벌, 벌금",2,noun,,
,strafen,벌하다,2,verb,,
,straff,팽팽한,1,verb,,
das,Strafgeld,벌금,1,noun,,
der,Strahl,광선,2,noun,,
,strahlen,반짝이다,1,verb,,
,stramm,팽팽한,1,verb,,
der,Strand,"해변, 해안",3,noun,,
der,Strang,"새끼, 끈",1,noun,,
die,Straße,도로,3,noun,,
die,Straßenanlage,도로시설,1,noun,,
die,Straßenbahn,시가전차,1,noun,,
,sträuben,곤두세우다,2,verb,,
der,Strauch,덤불,1,noun,,
,straucheln,비틀거리다,1,verb,,
der,Strauß,꽃다발,2,noun,,
der,Strauß,타조,1,noun,,
,streben,"노력하다, 애쓰다",2,verb,,
die,Strecke,"거리, 길이",2,noun,,
,strecken,"펴다, 넘어뜨리다",2,verb,,
der,Streich,타격,2,noun,,
,streicheln,쓰다듬다,2,verb,,
,streichen,"쓰다듬다, 바르다, 삭제하다",2,verb,,
der,Streifen,"줄, 줄무늬",2,noun,,
,streifen,"가볍게 닿다, 스치다",2,verb,,
das,Streiholz,성냥,1,noun,,
der,Streik,동맹파업,1,noun,,
,streiken,파업하다,1,verb,,
der,Streit,"다툼, 싸움",2,noun,,
,streiten,싸우다,2,verb,,
die,Streitigkeit,"다툼, 싸움",1,noun,,
,streng,"엄한, 가차없는",2,verb,,
,streuen,"흩뿌리다, 살포하다",2,verb,,
der,Strich,"선, 줄",2,noun,,
der,Strick,"밧줄, 새끼",2,noun,,
,stricken,"짜다, 뜨다",2,verb,,
,strikt,엄격한,1,verb,,
das,Stroh,짚,2,noun,,
der,Strohhalm,"짚푸라기, 빨대",1,noun,,
der,Strolch,"뜨내기, 부랑자",1,noun,,
der,Strom,"강, 대하",3,noun,,
,strömen,흐르다,2,verb,,
die,Strömung,흐름,1,noun,,
der,Strudel,소용돌이,1,noun,,
die,Struktur,구조,1,noun,,
der,Strumpf,양말,3,noun,,
die,Stube,방,2,noun,,
das,Stück,"부분, 조각",3,noun,,
das,Studium,"대학공부, 연구",2,noun,,
die,Stufe,계단,2,noun,,
der,Stuhl,"의자, 걸상",3,noun,,
,stülpen,"젖히다, 씌우다",1,verb,,
,stumm,"벙어리의, 무언의, 말없는",2,verb,,
der,Stummel,"동강, 남은 조각",1,noun,,
,stumpf,무딘,2,verb,,
der,Stumpf,"동강, 남은 조각",1,noun,,
die,Stunde,시간,3,noun,,
,stundenlang,수시간의,1,verb,,
,stündlich,"매시의, 한 시간마다의",1,adjective,,
,stur,"고집센, 완고한",1,verb,,
der,Sturm,폭풍,2,noun,,
,stürmen,폭풍이 몰아치다,1,verb,,
,stürmisch,폭풍우의,1,adjective,,
der,Sturz,"추락, 전복",2,noun,,
,stürzen,추락하다,2,verb,,
die,Stute,암말,1,noun,,
die,Stütze,"지주, 버팀목",2,noun,,
,stutzen,짧게 끊다,2,verb,,
,stützen,"받치다, 지지하다",2,verb,,
das,Subjekt,주체,2,noun,,
die,Substanz,물질,1,noun,,
,suchen,찾다,3,verb,,
die,Sucht,"벽, 중독, 광",1,noun,,
der,Süd,남,3,noun,,
die,Sühne,속죄,1,noun,,
die,Summe,"합, 금액, 액수",2,noun,,
der,Sumpf,늪,2,noun,,
die,Sünde,"죄, 죄악",2,noun,,
,sündigen,죄를 범하다,1,verb,,
die,Suppe,수프,3,noun,,
,süß,"단, 달콤한",3,verb,,
die,Süßigkeit,단 것,1,noun,,
die,Szene,"장면, 장",2,noun,,
der,Tabak,담뱃잎,2,noun,,
die,Tabelle,"표, 목록",1,noun,,
das,Tablett,쟁반,1,noun,,
die,Tablette,"정제, 알약",1,noun,,
der,Tadel,"비난, 나무람",2,noun,,
,tadellos,흠잡을 데가 없는,1,adjective,,
die,Tafel,"칠판, 식사, 연회",3,noun,,
der,Tag,"낮, 주간",3,noun,,
,tagen,회의를 하다,1,verb,,
,täglich,매일의,2,adjective,,
die,Tagung,회의,1,noun,,
der,Takt,박자,2,noun,,
die,Taktik,"전술, 용병술",1,noun,,
,taktlos,약삭빠르지 못한,1,adjective,,
das,Tal,골짜기,2,noun,,
das,Talent,"재능, 재능있는 사람",2,noun,,
,tändeln,"장난하다, 농락하다",1,verb,,
der,Tank,"큰 통, 탱크",1,noun,,
,tanken,급유하다,1,verb,,
die,Tankstelle,주유소,1,noun,,
die,Tante,"숙모, 고모",3,noun,,
der,Tanz,"춤, 무용",2,noun,,
,tanzen,춤추다,3,verb,,
die,Tapete,"벽지, 도배지",1,noun,,
,tapfer,"용감한, 씩씩한",2,verb,,
,tappen,손으로 더듬다,1,verb,,
der,Tarif,"요금표, 임금률",1,noun,,
die,Tasche,"가방, 호주머니",3,noun,,
das,Taschentuch,손수건,1,noun,,
die,Tasse,"잔, 컵",3,noun,,
,tasten,"손으로 더듬다, 만져보다",2,verb,,
die,Tat,행위,2,noun,,
der,Täter,범인,1,noun,,
,tätig,"재직하는, 활동하고 있는",2,adjective,,
die,Tätigkeit,"활동, 일",2,noun,,
die,Tatsache,사실,2,noun,,
,tatsächlich,"실제의, 사실의",1,adjective,,
das,Tau,밧줄,1,noun,,
der,Tau,이슬,1,noun,,
,taub,귀머거리의,2,verb,,
die,Taube,비둘기,2,noun,,
,tauchen,"가라앉다, 담그다",2,verb,,
,tauen,녹다,1,verb,,
die,Taufe,"침례, 세례",2,noun,,
,taufen,세례를 베풀다,2,verb,,
,taugen,"쓸모있다, 유용하다",2,verb,,
,taumeln,비틀거리다,1,verb,,
der,Tausch,"교환, 교역",2,noun,,
,tauschen,"교환하다, 바꾸다",2,verb,,
,täuschen,"속이다, 기만하다",1,verb,,
die,Täuschung,"속임, 사기",1,noun,,
das,Tauwetter,"눈 녹이는 날씨, 긴장완화",1,noun,,
das,Taxi,택시,1,noun,,
die,Technik,"공업, 기술",1,noun,,
,technisch,기술적인,1,adjective,,
der,Tee,차,3,noun,,
der,Teer,타르,1,noun,,
der,Teich,연못,2,noun,,
der,Teig,반죽,2,noun,,
der,Teil,부분,2,noun,,
,teilen,"나누다, 분할하다",2,verb,,
die,Teilnahme,"참여, 동정, 동감",2,noun,,
,teilnehmen,참가하다,2,verb,,
der,Teilnehmer,참가자,1,noun,,
,teils,"일부는, 반은",1,adverb,,
,teilweise,"부분적으로, 나누어서",1,adverb,,
das,Telefon,전화기,2,noun,,
,telefonieren,전화걸다,3,verb,,
die,Telefonzelle,공중전화박스,3,noun,,
die,Telegrafie,전신,1,noun,,
das,Telegramm,"전보, 전신",3,noun,,
das,Teleskop,망원경,1,noun,,
der,Teller,접시,3,noun,,
der,Tempel,"신전, 사원",2,noun,,
das,Temperament,"기질, 열정",1,noun,,
,temperamentvoll,활발한,1,adjective,,
die,Temperatur,온도,2,noun,,
das,Tempo,"속도, 박자",2,noun,,
die,Tendenz,"경향, 추세",2,noun,,
das,Tennis,테니스,2,noun,,
der,Teppich,"융단, 양탄자",2,noun,,
die,Terasse,테라스,1,noun,,
der,Termin,기한 기일,3,noun,,
das,Testament,유언(장),1,noun,,
,teuer,비싼,3,verb,,
der,Teufel,악마,2,noun,,
der,Text,"텍스트, 본문",2,noun,,
das,Theater,"극장, 연극",3,noun,,
das,Thema,"주제, 테마",2,noun,,
die,Theologie,신학,1,noun,,
,theoretisch,이론적인,1,adjective,,
die,Theorie,이론,2,noun,,
die,These,"명제, 주장",1,noun,,
der,Thron,"왕좌, 옥좌",1,noun,,
,tief,깊은,3,verb,,
die,Tiefe,깊이,1,noun,,
das,Tier,"동물, 짐승",3,noun,,
der,Tiergarten,동물원,1,noun,,
der,Tiger,호랑이,1,noun,,
,tilgen,"지우다, 제거하다, 갚다",1,verb,,
die,Tinte,잉크,1,noun,,
der,Tipp,"암시, 충고",1,noun,,
der,Tisch,"탁자, 책상",3,noun,,
das,Tischtuch,테이블 보,1,noun,,
der,Titel,"표제, 칭호",1,noun,,
,toben,미쳐날뛰다,2,verb,,
die,Tochter,딸,3,noun,,
der,Tod,죽음,2,noun,,
,tödlich,치명적인,1,adjective,,
die,Toilette,"화장대, 화장실",2,noun,,
,toll,"멋진, 최고의",2,verb,,
der,Ton,"음조, 어조",2,noun,,
das,Tonband,테이프레코더용 테이프,1,noun,,
,tönen,울리다,2,verb,,
die,Tonne,"큰 통, 톤",1,noun,,
der,Topf,"단지, 사발",2,noun,,
das,Tor,문,2,noun,,
der,Tor,바보,1,noun,,
der,Torpedo,어뢰,1,noun,,
,tot,죽은,3,verb,,
,töten,죽이다,2,verb,,
die,Tour,여행,1,noun,,
der,Tourist,여행객,1,noun,,
der,Trab,"(말)속보, 총총걸음",1,noun,,
,traben,(말)속보로 가다,1,verb,,
die,Tracht,"복장, 의복",1,noun,,
,trachten,"뜻하다, 노력하다",1,verb,,
,tragbar,"휴대용의, 참을 수 있는",1,adjective,,
,träge,"게으른, 태만한",1,verb,,
,tragen,"지니고 있다, 나르다",3,verb,,
der,Träger,"운반인, 골프캐디",1,noun,,
,tragisch,비극적인,1,adjective,,
die,tragödie,비극,1,noun,,
die,Träne,눈물,2,noun,,
der,Trank,음료,1,noun,,
die,Traube,포도,2,noun,,
,trauen,신뢰하다,2,verb,,
die,Trauer,"비애, 슬픔, 상",2,noun,,
,trauern,슬퍼하다,1,verb,,
,träufeln,"듣다, 떨어지다",1,verb,,
der,Traum,꿈,2,noun,,
,träumen,꿈꾸다,3,verb,,
,traurig,슬픈,3,adjective,,
,treffen,"명중하다, 만나다",3,verb,,
,trefflich,훌륭한,1,adjective,,
,treiben,"몰다, 쫓다, 행하다, 움직이다",2,verb,,
,trennen,"나누다, 분리시키다",2,verb,,
die,Trennung,분리,1,noun,,
,treten,"디디다, 밟다, 걷다",2,verb,,
,treu,성실한,2,verb,,
die,Treue,성실,2,noun,,
der,Tribut,"공물, 공세",1,noun,,
der,Trichter,깔때기,1,noun,,
der,Trick,"책략, 술책",1,noun,,
der,Trieb,충동,1,noun,,
,trinken,마시다,3,verb,,
das,Trinkgeld,팁,1,noun,,
die,Trippe,계단,2,noun,,
der,Tritt,"걸음, 디딤",2,noun,,
,trocken,"마른, 건조한",3,verb,,
,trocknen,"마르다, 건조하다",1,verb,,
der,Trödel,고물,1,noun,,
der,Trog,큰 통,1,noun,,
die,Trommel,"북, 드럼",2,noun,,
die,Trope,비유,1,noun,,
der,Tropfen,"방울, 물방울",2,noun,,
,tropfen,방울떨어지다,2,verb,,
der,Trost,"위로, 위안",2,noun,,
,trösten,위로하다,2,verb,,
,trostlos,절망적인,1,adjective,,
,trotz,에도 불구하고,2,verb,,
der,Trotz,"반항, 고집",1,noun,,
,trotzdem,에도 불구하고,3,verb,,
,trotzig,반항적인,1,adjective,,
,trüb,"탁한, 흐린",2,verb,,
,trügen,"속이다, 기만하다",1,verb,,
,Trümmer,"파편, 폐허",2,other,,
der,Trumpf,으뜸패,2,noun,,
der,Trunk,"음료, 음주",1,noun,,
die,Truppe,(군사)부대,2,noun,,
das,Tuch,천,2,noun,,
,tüchtig,"유능한, 쓸모있는",2,adjective,,
die,Tücke,"악의, 술책",1,noun,,
die,Tugend,"덕, 미덕",2,noun,,
,tugendhaft,덕이 있는,1,adjective,,
die,Tulpe,튤립,1,noun,,
,tummeln,빙빙 돌리다,1,verb,,
der,Tunnel,터널,1,noun,,
die,Tür,문,3,noun,,
고,Türkei,터키,1,noun,,
der,Turm,"탑, 성탑",2,noun,,
die,Turnhalle,(실내)체육관,1,noun,,
das,Turnier,운동경기,1,noun,,
die,Tüte,종이봉지,2,noun,,
der,Typ,유형,2,noun,,
,typisch,전형적인,1,adjective,,
der,Tyrann,"독재자, 폭군",1,noun,,
die,U-Bahn,지하철,3,noun,,
das,Übel,"악, 해악",2,noun,,
,übel,"역겨운, 불쾌한",2,verb,,
,üben,"연습하다, 이행하다",3,verb,,
,überall,"도처에, 언제나",3,verb,,
der,uberblick,"조망, 전망",2,noun,,
,überblicken,"조망하다, 개관하다",1,verb,,
,überdies,"게다가, 또한",1,adverb,,
der,Überdruss,"싫증, 권태",1,noun,,
,überdrussig,싫증난,1,adjective,,
,übereinkommen,일치하다,1,verb,,
,übereinstimmen,일치하다,2,verb,,
,übereinstimmung,"일치, 조화",1,verb,,
,überfahren,"치다, 무시하고 달리다",2,verb,,
der,Überfall,습격,2,noun,,
,überfallen,습격하다,2,verb,,
,überfließen,넘쳐 흐르다,1,verb,,
der,Überfluss,"과다, 과잉, 사치",1,noun,,
,überflüssig,불필요한,2,adjective,,
,überführen,입증하다,1,verb,,
,überfüllen,"너무 채우다, 너무 넣다",1,verb,,
der,Übergang,"넘어감, 일시적인 것",2,noun,,
,übergeben,넘겨주다,2,verb,,
,übergehen,"이행하다, 간과하다",2,verb,,
,übergreifen,"퍼지다, 번지다",2,verb,,
,überhaupt,일반적으로,2,verb,,
,überholen,추월하다,2,verb,,
,überkommen,"엄습하다, 덮치다",2,verb,,
,überladen,너무 많이 싣다,1,verb,,
,überlassen,"맡기다, 양도하다",2,verb,,
,überlaufen,"넘치다, 넘어가다",1,verb,,
,überleben,살아남다,2,verb,,
,überlegen,숙고하다,2,verb,,
,überlegen,"뛰어난, 능가하는",2,verb,,
die,Überlegung,숙고,1,noun,,
,überliefern,"넘겨주다, (후세에)전하다",2,verb,,
die,Überlieferung,"전통, 관습",2,noun,,
die,Übermacht,우세,2,noun,,
,übermäßig,과도한,1,adjective,,
,übermorgen,모레,3,verb,,
der,Übermut,"경솔함, 교만",1,noun,,
,übernächst,다음다음의,1,verb,,
,übernachten,묵다,2,verb,,
die,Übernahme,"인수, 떠맡음",1,noun,,
,übernehmen,인수하다,2,verb,,
,überordnen,우선시하다,2,verb,,
,überragen,능가하다,1,verb,,
,überraschen,놀라게 하다,2,verb,,
die,Überraschung,놀람,1,noun,,
,überreden,"권유하다, 설득하다",2,verb,,
,überschreiten,"넘어서다, 벗어나다",2,verb,,
,überschwemmen,"범람하다, 침수시키다",2,verb,,
,übersehen,"못보고 지나치다, 간과하다",2,verb,,
,übersetzen,"번역하다, 통역하다",3,verb,,
die,Übersetzung,"번역, 통역",1,noun,,
die,Übersicht,"조망하는 능력, 일람표",2,noun,,
,überspringen,뛰어넘다,1,verb,,
,überstehen,극복하다,2,verb,,
,übertragen,"방송하다, 번역하다, 넘겨주다",2,verb,,
die,Übertragung,"중계방송, 번역",1,noun,,
,übertreffen,능가하다,1,verb,,
,übertreiben,"과자애서 말하다, 지나치게 하다",2,verb,,
,übertreten,위반하다,1,verb,,
,übertrieben,"과장된, 과도한",1,verb,,
,überwältigen,"압도하다, 제압하다",1,verb,,
,überweisen,"송금하다, 이체하다",1,verb,,
die,Überweisung,계좌이체,1,noun,,
,überwiegen,"능가하다, 압도적이다",1,verb,,
,überwinden,"극복하다, 정복하다",2,verb,,
die,Überwindung,"극기, 자제",1,noun,,
,überzeugen,확신시키다,2,verb,,
,überziehen,"덮다, 칠하다, 초과하다",1,verb,,
die,Übezeugung,"확신, 신념",1,noun,,
,üblich,"습관적인, 통례의",2,adjective,,
,übrig,"남아있는, 나머지의",2,adjective,,
,übrigbleiben,남아있다,1,verb,,
,übrigens,"그것은 그렇고, 그런데",2,adverb,,
,übriglassen,남기다,1,verb,,
die,Übung,"연습, 훈련",2,noun,,
das,Ufer,"물가, 강가",2,noun,,
die,Uhr,"시간, 시각",3,noun,,
das,Ultimatum,(법률)최후 통첩,1,noun,,
,umarmen,껴안다,1,verb,,
,umbringen,죽이다,2,verb,,
,umdrehen,"돌리다, 회전시키다",2,verb,,
,umfallen,넘어지다,2,verb,,
der,Umfang,"주위, 크기, 부피",2,noun,,
,umfangreich,범위가 넓은,1,verb,,
,umfassen,"껴안다, 싸다",2,verb,,
,umformen,변형하다,1,verb,,
der,Umgang,"교제, 사교",2,noun,,
,umgeben,에워싸다,1,verb,,
die,Umgebung,"주변, 환경",2,noun,,
,umgehen,"떠돌다, 다루다, 취급하다",2,verb,,
,umgehen,우회하다,2,verb,,
,umgekehrt,"거꾸로의, 역의",1,verb,,
,umher,"주위에, 빙둘러",2,verb,,
,umhüllen,"싸다, 덮다",1,verb,,
die,Umkehr,"귀환, 복귀",1,noun,,
,umkehren,"뒤집다, 돌아가다",2,verb,,
,umkippen,"넘어지다, 급변하다",1,verb,,
,umkleiden,옷을 갈아입히다,1,verb,,
,umkommen,"죽다, 생명을 잃다",2,verb,,
der,Umkreis,"주위, 주변",1,noun,,
der,Umlauf,"회전, 유통",1,noun,,
der,Umlauf,변모음,1,noun,,
,umlaufen,"회전하다, 유통하다, 퍼지다",1,verb,,
,umlegen,"휘감다, 넘어뜨리다",1,verb,,
der,Umriss,"윤곽, 스케치",2,noun,,
der,Umsatz,(상업)매상,1,noun,,
,umschalten,"전환하다, 변속하다",1,verb,,
die,Umschau,"전망, 조망",1,noun,,
der,Umschlag,"커버, 봉투, 찜질",2,noun,,
,umschließen,둘러싸다,1,verb,,
,umschreiben,"다시 쓰다, 고쳐 쓰다",1,verb,,
,umsehen,"돌아보다, 둘러보다",2,verb,,
,umsetzen,"옮기다, 변환하다",1,verb,,
,umso,그만큼,1,verb,,
,umsonst,"공짜로, 헛되이",2,verb,,
der,Umstand,"사정, 형편, 번거로움, 성가심",2,noun,,
,umsteigen,갈아타다,3,verb,,
der,Umsturz,"전복, 혁명",1,noun,,
,umstürzen,"넘어지다, 전복하다",1,verb,,
der,Umtausch,교환,1,noun,,
,umtauschen,"교환하다, 환전하다",1,verb,,
der,Umweg,우회로,2,noun,,
die,Umwelt,"환경, 주변 사람들",1,noun,,
,umwenden,반대측으로 돌리다,1,verb,,
,umwerfen,넘어뜨리다,1,verb,,
,umziehen,"이사하다, 갈아입다(sich)",1,verb,,
der,Umzug,"이사, 이주",1,noun,,
,unabhängig,"독립의, 독자적인",2,adjective,,
,unangenehm,"불괘한, 싫은",2,verb,,
,unanständig,"버릇없는, 무례한",1,adjective,,
die,Unart,나쁜 버릇,1,noun,,
,unaufhörlich,끊임없는,1,adjective,,
,unbedingt,"무조건의, 무조건",2,verb,,
,unbefangen,"선입견 없는, 솔직한",1,verb,,
,unbeholfen,"서투른, 어색한",1,verb,,
,unbekannt,무명의,2,verb,,
,unbequem,"불편한, 귀찮은",1,verb,,
,unbestimmt,"미정의, 애매한",1,verb,,
,unbewusst,"무의식의, 미지의",1,verb,,
,unendlich,"끝없는, 무한한",2,adjective,,
die,Unendlichkeit,"무한, 영구",1,noun,,
,unentbehrlich,필수 불가결의,1,adjective,,
,unerhört,"전례없는, 미증유의",1,verb,,
,unerträglich,견디기 어려운,1,adjective,,
,unerwartet,예기치 않은,1,verb,,
,unfähig,무능력한,1,adjective,,
der,Unfall,"재해, 사고, 상해",3,noun,,
,unfehlbar,"틀림없는, 틀림없이",1,adjective,,
,unfreundlich,불친절한,1,adjective,,
der,Unfug,"못된 장난, 비행",2,noun,,
고,Ungarn,헝가리,1,noun,,
die,Ungeduld,"조급, 성급",1,noun,,
,ungefähr,대략의,3,verb,,
,ungeheur,"엄청난, 섬뜩한",2,verb,,
,ungenügend,"불충분한, 모자라는",1,verb,,
,ungeschickt,서투른,1,verb,,
,ungestört,방해받지 않는,1,verb,,
,ungesund,건강에 해로운,1,verb,,
,ungewiss,불확실한,1,adverb,,
,ungewöhnlich,비범한,1,adjective,,
,ungewohnt,"익숙하지 않은, 낯선",1,verb,,
das,Ungeziefer,해충,1,noun,,
,unglaublich,믿어지지 않는,1,adjective,,
,ungleich,상이한,1,verb,,
das,Unglück,"사고, 재난",2,noun,,
,unglücklich,"불행한, 슬픈",2,adjective,,
,ungültig,무효의,1,adjective,,
,ungünstig,형편이 나쁜,1,adjective,,
,unheimlich,섬뜩한,1,adjective,,
die,Uniform,유니폼,2,noun,,
die,Union,연맹,1,noun,,
,universal,"일반적인, 우주의",1,verb,,
die,Universität,대학교,3,noun,,
das,Universum,"우주, 세계",1,noun,,
,unklar,불명료한,2,verb,,
,Unkosten,"잡비, 부대비용",2,verb,,
das,Unkraut,잡초,1,noun,,
,unlösbar,해결할 수 없는,1,adjective,,
,unmenschlich,비인간적인,1,adjective,,
,unmittelbar,직접의,2,adjective,,
,unmöglich,불가능한,2,adjective,,
,unnütz,"쓸모없는, 소용없는",1,verb,,
die,Unordnung,무질서,1,noun,,
,unpersönlich,냉정한,1,adjective,,
das,Unrecht,"부정, 부당",2,noun,,
,unrecht,옳지 않은,1,verb,,
die,Unruhe,"불안, 초조",2,noun,,
,unruhig,"불안한, 소란한",2,adjective,,
die,Unschuld,"무죄, 순진",2,noun,,
,unschuldig,"무죄의, 순진한",2,adjective,,
,unsicher,불안정한,1,verb,,
der,Unsinn,무의미함,2,noun,,
,unterbrechen,중단하다,2,verb,,
,unterdrücken,"억압하다, 억제하다",2,verb,,
der,Untergang,"빠짐, 몰락",2,noun,,
,untergehen,"지다, 가라앉다",2,verb,,
,unterhalb,~의 하부에,1,verb,,
der,Unterhalt,"생계, 부양",1,noun,,
,unterhalten,"부양하다, 기르다, 보존하다",3,verb,,
die,Unterhaltung,"즐거움, 위안, 환담, 담소",2,noun,,
die,Unterhaltungsmusik,경음악,1,noun,,
das,Unterhemd,"러닝셔츠, 속옷",1,noun,,
die,Unterhose,팬티,1,noun,,
die,Unterkunft,숙박소,1,noun,,
die,Unterlage,"깔개, 구비서류",2,noun,,
,unterlassen,중단하다,2,verb,,
,unterliegen,"지다, 굴복하다",1,verb,,
,unternehmen,"감행하다, 꾀하다",2,verb,,
das,Unternehmen,"기도, 기업",2,noun,,
der,Unterricht,수업,3,noun,,
,unterrichten,"가르치다, 교수하다, 알리다",2,verb,,
,unterscheiden,구별하다,2,verb,,
der,Unterschied,"상이, 구별, 차이",2,noun,,
,unterschlagen,"횡령하다, 착복하다",2,verb,,
,unterschreiben,서명하다,3,verb,,
,unterschreichen,밑줄 긋다,1,verb,,
die,unterschrift,"서명, 사인",2,noun,,
,unterstehen,지배 아래 있다,1,verb,,
,unterstützen,"지지하다, 보조하다",2,verb,,
die,Unterstützung,"보조, 보조금",1,noun,,
,untersuchen,"조사하다, 진찰하다",3,verb,,
die,untersuchung,"조사, 진찰",1,noun,,
,unterwegs,도중에,2,adverb,,
,unterzeichnen,서명하다,1,verb,,
,unverschämt,뻔뻔스러운,1,verb,,
,unverständlich,이해할 수 없는,1,adjective,,
das,Unwetter,악천후,1,noun,,
,üppig,"무성한, 풍부한",1,adjective,,
,uralt,태고의,1,verb,,
der,Urheber,"발기인, 창시자, 저작자",1,noun,,
die,Urkunde,증서,1,noun,,
der,Urlaub,휴가,3,noun,,
die,Ursache,"이유, 원인",2,noun,,
der,Ursprung,기원,2,noun,,
,ursprünglich,원인의,1,adjective,,
das,Urteil,판결,2,noun,,
,urteilen,"판단하다, 판결하다",1,verb,,
,urwüchsig,야생의,1,adjective,,
,usw.,und so weiter 등등,1,verb,,
die,Utopie,이상향,1,noun,,
der,Vasall,"신하, 가신",1,noun,,
die,Vase,꽃병,2,noun,,
der,Vater,아버지,3,noun,,
das,Veilchen,제비꽃,1,noun,,
die,Vene,정맥,1,noun,,
고,Venedig,베니스,1,adjective,,
das,Ventil,밸브,1,noun,,
die,Venus,비너스,1,noun,,
,verabreden,약속하다,3,verb,,
die,Verabredung,약속,1,noun,,
,verabschieden,"가결하다, 해고하다",1,verb,,
,verachten,"무시다, 경멸하다",2,verb,,
die,Verachtung,경멸,1,noun,,
,veralten,"낡아지다, 쇠퇴하다",1,verb,,
,verändern,"바꾸다, 변화시키다",2,verb,,
die,Veränderung,"변화, 변경",1,noun,,
die,Veranlagung,"소질, 재능",1,noun,,
,veranlassen,"야기시키다, 유발하다",2,verb,,
die,Veranlassung,"유인, 동기",1,noun,,
,veranstalten,"개최하다, 실행하다",1,verb,,
die,Veranstaltung,"행사, 개최",1,noun,,
,verantworten,책임지다,2,verb,,
,verantwortlich,책임이 있는,1,adjective,,
die,Verantwortung,책임,1,noun,,
,verarbeiten,"가공하다, 세공하다",1,verb,,
der,Verband,"연합, 연맹",2,noun,,
,verbergen,"숨기다, 은닉하다",2,verb,,
,verbessern,개량하다,2,verb,,
die,Verbesserung,개량,1,noun,,
,verbeugen,절하다,1,verb,,
die,Verbeugung,"절, 인사",1,noun,,
,verbieten,금지하다,3,verb,,
,verbinden,"붕대로 감다, 묶다",2,verb,,
,verbindlich,"구속력 있는, 친절한",1,adjective,,
die,Verbindung,"결합, 연결",2,noun,,
,verblühen,시들다,1,verb,,
das,Verbot,금지,2,noun,,
der,Verbrauch,소비(량),1,noun,,
,verbrauchen,"사용하다, 소비하다",2,verb,,
der,Verbraucher,소비자,1,noun,,
die,Verbrauchergenossenschaft,소비조합,1,noun,,
der,Verbrecher,소비자,1,noun,,
,verbreiten,"넓히다, 퍼뜨리다",2,verb,,
die,Verbreitung,"전파, 유포, 보급",1,noun,,
,verbrennen,"소실되다, 연소하다",2,verb,,
,verbringen,"시간을 보내다, 낭비하다",2,verb,,
das,Verbum,동사,1,noun,,
,verbünden,"연합하다, 동맹하다",1,verb,,
der,Verdacht,의혹,2,noun,,
,verdächtig,의심스러운,1,adjective,,
,verdammen,"벌하다, 비난하다",1,verb,,
,verdanken,"힘입다, 덕택이다",2,verb,,
,verdauen,"소화하다, 이해하다",2,verb,,
,verdecken,"씌우다, 덮다, 감추다",1,verb,,
,verderben,"망하다, 상하다, 망하게 하다",2,verb,,
,verdienen,"얻다, 벌다",3,verb,,
der,Verdienst,"벌이, 이득, 공로",2,noun,,
,verdingen,"일을 맡기다, 고용되다",1,verb,,
,verdrängen,"밀어젖히다, 배제하다",1,verb,,
,verdrehen,비틀다,1,verb,,
,verdrießen,불쾌하게 하다,1,verb,,
der,Verdruss,"불쾌, 역정",1,noun,,
,verehren,"존경하다, 선물하다",2,verb,,
der,Verein,"단체, 결사, 클럽",2,noun,,
,vereinbaren,협정하다,1,verb,,
,vereinigen,"결합하다, 하나가되다",2,verb,,
,vererben,"남기다, 유전시키다",1,verb,,
,verfahren,"거동하다, 행동하다",1,verb,,
das,Verfahren,"처치, 방법",1,noun,,
